surface_id,object_type,schema,object_name,release,consumer,db_role,privileges,access_path,rls_policy_family,client_exposed,status,notes
DA-015,table,public,contract_versions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-016,table,public,import_jobs,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-017,table,public,import_jobs,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-018,table,public,import_row_results,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-019,table,public,import_row_results,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-020,table,public,work_items,Pilot,bff,goproceed_app,"SELECT|INSERT|UPDATE(status,version,projection_updated_at)",Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Commercial baseline columns are immutable after insert; only server projection columns may update and every change is rebuild-tested.
DA-021,table,public,work_item_locations,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Immutable work-location baseline; correction publishes a new contract/work-item version rather than updating or deleting this row.
DA-022,table,public,evidence_rule_versions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-023,table,public,work_item_requirements,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-024,table,public,requirement_evaluations,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-025,table,public,requirement_evaluations,Pilot,worker,goproceed_worker,SELECT|INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-026,table,public,requirement_waivers,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-027,table,public,capture_sessions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-028,table,public,evidence_objects,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-029,table,public,evidence_requirement_links,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-030,table,public,quantity_entries,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-031,table,public,review_decisions,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-032,table,public,variations,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-033,table,public,variation_versions,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-034,table,public,variation_decisions,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-035,table,public,reporting_periods,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-036,table,public,package_versions,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF creates the immutable generation request; worker owns lifecycle updates.
DA-037,table,public,package_lines,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Generated snapshot content is read-only to the application role.
DA-038,table,public,package_artifacts,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-039,table,public,package_artifacts,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-040,table,public,package_submissions,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-041,table,public,receivables,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-042,table,public,acceptance_records,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-043,table,public,receivable_adjustments,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-044,table,public,retention_releases,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-045,table,public,payments,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-046,table,public,payment_allocations,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-047,table,public,external_shares,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-048,table,public,external_sessions,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-049,table,public,external_decisions,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-050,table,public,audit_events,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-051,table,public,sync_operations,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-052,table,public,plan_versions,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Pilot subscription and invoice resolve an immutable plan version; tenant cannot mutate catalog.
DA-053,table,public,subscriptions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Pilot and GA share one lifecycle; mutations require domain command and audit.
DA-054,table,public,entitlement_overrides,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Time-bound Pilot overrides use the same server-side entitlement boundary.
DA-055,table,public,usage_snapshots,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-056,table,public,jobs,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF may enqueue and read status; it cannot claim or complete work.
DA-057,table,public,jobs,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker claims and advances persisted jobs; NOLOGIN and NOBYPASSRLS.
DA-058,table,public,transaction_outbox,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker delivers committed intents and marks outcomes; never Data API exposed.
DA-059,table,public,notification_preferences,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,One versioned preference aggregate per recipient; no DELETE; mandatory classes and channel availability enforced by domain command.
DA-060,table,public,notification_deliveries,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; exact notification/recipient/channel lineage is visible while worker owns writes.
DA-061,table,public,notification_deliveries,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker may advance retry/delivery fields only for a persisted same-tenant notification intent; NOLOGIN and NOBYPASSRLS.
DA-062,table,public,support_access_grants,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-063,table,public,export_jobs,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF authorizes and requests export; worker owns lifecycle updates.
DA-064,table,public,export_jobs,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-065,table,public,legal_holds,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-066,table,public,organization_settings,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-067,table,public,ownership_transfers,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-068,table,public,access_reviews,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-069,table,public,membership_permission_overrides,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-070,table,public,unit_definitions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-071,table,public,import_files,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-072,table,public,import_mapping_presets,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-073,table,public,import_diffs,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-074,table,public,import_diffs,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-075,table,public,rule_packs,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-076,table,public,rule_pack_versions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-077,table,public,rule_assignments,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; domain command and audit required for mutation.
DA-078,table,public,readiness_snapshots,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-079,table,public,readiness_snapshots,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-080,table,public,notifications,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,No DELETE; recipient-scoped domain command owns read_at and creates one canonical notification that every delivery row must reference.
DA-081,table,public,job_attempts,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF query projection only; worker owns writes.
DA-082,table,public,job_attempts,Pilot,worker,goproceed_worker,SELECT|INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; NOLOGIN and NOBYPASSRLS.
DA-083,table,public,dead_letters,Pilot,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Internal-only; never reachable through Data API.
DA-084,table,public,deletion_jobs,Pilot,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Owner command opens cooling-off; destructive scheduling remains blocked until retention validation.
DA-085,table,public,deletion_jobs,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker resolves tenant/resource from persisted job; no deletion before V-003 and hold checks.
DA-086,table,public,security_events,Pilot,worker,goproceed_worker,INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Internal-only; never reachable through Data API.
DA-087,table,public,saas_invoices,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Tenant BFF may show its own invoice history only; no tenant runtime role can issue settle cancel credit or update.
DA-088,table,public,saas_payments,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Tenant BFF may show reconciled payment receipts only; payment claims never write this table.
DA-089,storage,storage,private-originals,Pilot,browser_mobile,authenticated,CREATE_SIGNED_UPLOAD_ONLY,BFF-issued signed upload,org_project_purpose_subject_scope,false,normative,Private quarantine bucket for estimate and evidence originals; only a persisted upload intent can mint a grant and it binds purpose key hash MIME size subject and expiry.
DA-090,storage,storage,evidence-derivatives,Pilot,bff_worker,goproceed_app|goproceed_worker,READ|WRITE,BFF/worker only,org_project_capture_scope,false,normative,No public object URL; all downloads short-lived and audited.
DA-091,capability,private,external_review_context,GA,external_review_bff,goproceed_external,SELECT_EXACT_PACKAGE|INSERT_DECISION,BFF only,valid_share_session_exact_resource,false,normative,NOLOGIN/NOBYPASSRLS; transaction context includes verified external_session_id.
DA-092,capability,private,support_context,GA,support_admin_bff,goproceed_support,EXECUTE_APPROVED_FUNCTIONS_ONLY,separate support plane,active_time_bound_grant,false,normative,No standing table grants and unavailable in Pilot.
DA-093,role,private,service_role,All,migration_emergency,service_role,DDL|BREAK_GLASS,migration runner only,bypassrls,false,prohibited-runtime,Never used by product BFF worker browser or mobile.
DA-094,table,public,package_line_quantity_sources,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Normalized immutable package provenance; worker owns inserts.
DA-095,table,public,package_line_quantity_sources,Pilot,worker,goproceed_worker,SELECT|INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Insert only while generating a new immutable package snapshot.
DA-096,table,public,package_line_evidence_sources,Pilot,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Normalized immutable package provenance; worker owns inserts.
DA-097,table,public,package_line_evidence_sources,Pilot,worker,goproceed_worker,SELECT|INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Insert only while generating a new immutable package snapshot.
DA-098,table,public,support_access_grant_projects,GA,support_admin_bff,goproceed_support,EXECUTE_APPROVED_FUNCTIONS_ONLY,separate support plane,active_time_bound_grant,false,normative,Normalized tenant-bound project scope; no standing direct table grant.
DA-099,table,public,transaction_outbox,Pilot,bff,goproceed_app,INSERT,Same transaction as domain command,org_role_project_location_state,false,normative,Insert-only atomic event intent; no read/update grant.
DA-100,table,public,package_versions,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker advances generation lifecycle only for the persisted job resource.
DA-101,table,public,package_lines,Pilot,worker,goproceed_worker,SELECT|INSERT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Generated immutable snapshot rows; no update/delete.
DA-102,table,public,security_events,Pilot,bff,goproceed_audit_writer,INSERT,Restricted audit function,request_actor_context,false,normative,Separate insert-only role; application cannot read or alter security events.
DA-103,table,public,integration_connections,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Secret values never returned after creation; endpoint allowlist required.
DA-104,table,public,webhook_endpoints,GA,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,URL and signing secret are encrypted; API returns redacted host only.
DA-105,table,public,webhook_deliveries,GA,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Redacted delivery metadata only; replay is a domain command.
DA-106,table,public,webhook_deliveries,GA,worker,goproceed_worker,SELECT|INSERT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker signs exact payload and advances retry lifecycle; no endpoint browsing.
DA-107,table,public,evidence_requests,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Create cancel and list under exact work/project scope; fulfillment is server-derived.
DA-108,table,public,evidence_requests,Pilot,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker fulfills only from an approved linked capture and never clears blocker by request creation.
DA-109,table,public,payment_reversals,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Append-only reversal; aggregate invariant prevents reversing above payment.
DA-110,table,public,reconciliation_imports,GA,bff,goproceed_app,SELECT|INSERT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Source fingerprint is idempotent; original file remains quarantined private storage.
DA-111,table,public,reconciliation_imports,GA,worker,goproceed_worker,SELECT|UPDATE,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Worker maps rows into preview only; user confirmation records payments.
DA-112,table,public,saas_invoice_adjustments,GA,bff,goproceed_app,SELECT,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,Tenant BFF may show visible accounting adjustments only; invoice history is never writable by a tenant role.
DA-113,table,public,upload_intents,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_location_state,false,normative,BFF creates an exact purpose/key/type/size/hash/expiry tuple and may only seal cancel or expire it through guarded commands; no DELETE.
DA-114,table,public,upload_intents,Pilot,worker,goproceed_worker,SELECT,Direct PostgreSQL from worker,stored_job_tenant,false,normative,Verification worker reads only the sealed persisted tuple referenced by its job; it cannot widen or mutate the grant.
DA-115,role,private,goproceed_platform_billing,All,platform_billing_bff,goproceed_platform_billing,NOLOGIN|NOBYPASSRLS,Isolated platform billing service only,platform_billing_actor_context,false,normative,Not granted to goproceed_app authenticated tenant sessions support or workers; credential and audience are isolated and audited.
DA-116,table,public,saas_invoices,Pilot,platform_billing_bff,goproceed_platform_billing,SELECT|INSERT|UPDATE,Guarded platform billing functions,platform_billing_actor_context,false,normative,May issue and advance only the documented immutable SaaS invoice lifecycle; no DELETE and no free-form tenant impersonation.
DA-117,table,public,saas_payments,Pilot,platform_billing_bff,goproceed_platform_billing,SELECT|INSERT,Guarded platform billing settlement function,platform_billing_actor_context,false,normative,Exact invoice currency reference amount and bank-source fingerprint are checked; successful reconciliation may restore entitlement through an audited outbox event.
DA-118,table,public,saas_invoice_adjustments,GA,platform_billing_bff,goproceed_platform_billing,SELECT|INSERT,Guarded platform billing adjustment function,platform_billing_actor_context,false,normative,Append-only cancel or credit correction after seller-accounting gate V-006; original invoice is never rewritten.
DA-119,table,public,contract_term_versions,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_state,false,normative,Only draft validation and publish transitions; published terms are immutable and legal meaning is never inferred.
DA-120,table,public,reference_documents,Pilot,bff,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF,org_role_project_state,false,normative,Lightweight controlled-input register; no generic CDE authoring.
DA-121,table,public,reference_document_versions,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF or worker,org_role_project_state,false,normative,Upload tuple and published revision are immutable; supersession keeps history.
DA-122,table,public,work_assignments,Pilot,bff_mobile,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF and scoped mobile projection,org_role_project_location_state,false,normative,One Pilot assignee and exact terms rule reference snapshots; no team or crew authority.
DA-123,table,public,requirement_occurrences,Pilot,bff_mobile_worker,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF or worker and scoped mobile projection,org_role_project_location_state,false,normative,Deterministic occurrence keys prevent date batch quantity collapse.
DA-124,table,public,typed_evidence_records,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Guarded capture commit and invalidation routines,org_role_project_location_state,false,normative,Allowlisted schema response only; original attachment remains separate and immutable.
DA-125,table,public,review_tasks,Pilot,bff_worker,goproceed_app,SELECT|INSERT|UPDATE,Direct PostgreSQL from BFF or worker,org_role_project_location_state,false,normative,SLA task state follows capture occurrence versions; no content in delivery telemetry.
DA-126,table,public,hold_point_decisions,Pilot,bff,goproceed_app,SELECT|INSERT,Guarded append-only decision function,org_role_project_location_state,false,normative,Pass pass-with-notes or fail only; no update or delete.
